customer_unique_id,Recency,Frequency,Monetary,Cluster,Segment
002311514717ca8b65b09a26cdf7b91a,113,1,124.32,3,Recent Customers
0023557a94bef0038066b5d1b3dc763e,203,1,107.44,3,Recent Customers
002471155ecd08d208d1376720e2a907,70,1,92.18,3,Recent Customers
00256bf7b05c08f6a5849df3d0a64f1f,138,1,57.73,3,Recent Customers
0025795df7a7d077c4c90162fa820085,86,1,214.08,3,Recent Customers
0027324a96d26a2bc7d69262f83c8403,207,1,46.78,1,Low Value Inactive
0028a7d8db7b0247652509358ad8d755,309,1,354.87,0,High - Value Inactive
0028cfeb9dfcd3628a56d5b6400deef5,284,1,118.2,1,Low Value Inactive
00293787e2aec37a9c253b63fdfe2049,356,1,257.87,0,High - Value Inactive
0029bd580d3012618731f5abb174a07f,350,1,52.38,1,Low Value Inactive
002aba8c1af80acacef6e011f9f23262,233,1,217.74,0,High - Value Inactive
002ae492472e45ad6ebeb7a625409392,374,1,218.66,0,High - Value Inactive
002b4cd83fabaffaa475f78ea5ef3e08,624,1,64.42,1,Low Value Inactive
002bdeb33da5b1b3ce8b9c822f749c82,316,1,38.09,1,Low Value Inactive
002cdf87d4c03f08f7eb4551a923affc,351,1,228.67,0,High - Value Inactive
002d3bd901608f67c3fc11eaaa842b13,275,1,28.76,1,Low Value Inactive
002d71b244beb91ca7030b15ab526446,513,1,130.56,1,Low Value Inactive
002da6dde369f6a8b4c999ed61eb5a87,189,1,52.38,1,Low Value Inactive
002eb8b96288f3804e21d2777ac29895,453,1,137.99,0,High - Value Inactive
002ed12115742033f015cb3c269ccf68,261,1,109.79,1,Low Value Inactive
002ef00822613c94613e60e03b169fef,245,1,114.04,1,Low Value Inactive
002feefec5af0a3b26ee7839c66d205e,354,1,77.57,1,Low Value Inactive
003035f5ec76f2220098377482de93c9,415,1,62.47,1,Low Value Inactive
003162bf0351f47a1a247992b8b9b42d,96,1,536.6,0,High - Value Inactive
00324c9f4d710e7bac5c5ba679714430,483,1,109.78,1,Low Value Inactive
0032c76b20340da25249092a268ce66c,742,1,144.94,1,Low Value Inactive
0032ca69771a7758ce643258bb9e4ac7,94,1,62.45,3,Recent Customers
0033f4a2887e07e25aa1204d482f41ba,114,1,425.04,0,High - Value Inactive
00344274804f3b8003de1b0562ae01df,101,1,226.23,3,Recent Customers
0034c76b7e6a17d738375b99afc2f01e,164,1,44.23,3,Recent Customers
0035029989e6fc5cf030918a5f9f2037,159,1,546.12,0,High - Value Inactive
003650b504826ea534e02eba0ab58dd5,274,1,21.77,1,Low Value Inactive
0036a074f98b80c4f1fc33dbbcf9c552,524,1,42.62,1,Low Value Inactive
0036b4a3d09ad551a5188c2e374da402,435,1,162.77,0,High - Value Inactive
0036d365b138cc0ee06bed755bcb5044,260,1,109.5,1,Low Value Inactive
00370dfde3d012c420d29657afc2fc8b,262,1,237.0,0,High - Value Inactive
00377a18050b898b93e2c774be9947db,327,1,65.78,1,Low Value Inactive
0037aa56b017c105c3a9d47af71fff98,265,1,443.73,0,High - Value Inactive
0037d2bbb9ebc39d9114aea27ee16d72,570,1,143.73,0,High - Value Inactive
0037eb1ff742ee2e71ba887f65f3c6f3,462,1,228.79,0,High - Value Inactive
003800162424b7b5b3d75c9cf22a66e7,199,1,107.81,3,Recent Customers
00391594070baf8603f5fdc1d0c6a48c,73,1,119.32,3,Recent Customers
003a5571a07dcf09bf117d13d2980ba3,85,1,181.82,3,Recent Customers
003a7a8eb096ed3cbf713d2def1ca701,65,1,157.46,3,Recent Customers
003ac9408252444b489b1bfc013f5f8c,215,1,36.98,1,Low Value Inactive
003ae409f37c3c30cb1c974af3a42692,64,1,216.32,3,Recent Customers
003c2067070f5b3d923235b1ea1cc17b,73,1,147.38,3,Recent Customers
003c457932a554e4df13834237b1ed00,286,1,142.51,0,High - Value Inactive
003d56767e53e08671de00da3fba8d40,321,1,178.59,0,High - Value Inactive
003db7adfcdc49857b095a50191b6c9d,169,1,542.66,0,High - Value Inactive
003e28cb6fab8a0901bff9229612375f,584,1,137.26,1,Low Value Inactive
003e2af81ea3c72fbdd093f07724a4de,184,1,63.74,3,Recent Customers
003f4901fdb60ae9c1e2538b84c208e1,332,1,162.79,0,High - Value Inactive
003fb95e849e71e732629d94bb92762f,80,1,77.59,3,Recent Customers
003fee4ca17927283128c7ddc6f9311b,163,1,103.47,3,Recent Customers
004177f7bf62929186b32c7fdaa6157b,364,1,433.98,0,High - Value Inactive
004256f082951ec189a4962b6788c214,209,1,259.15,0,High - Value Inactive
004288347e5e88a27ded2bb23747066c,277,2,354.37,2,High Value Repeat
0042dcca0ae57aaec6e808edc31a2d48,320,1,85.04,1,Low Value Inactive
0042dfa8925d6eb23e471ec350454f04,84,1,62.91,3,Recent Customers
0043d65f8039b4a4d43bc7b0f450ac2c,546,1,64.42,1,Low Value Inactive
00444f48f6c9b55657e49435ce3a97ca,496,1,52.38,1,Low Value Inactive
00446a03d7a34d191507c9e42870d0a5,590,1,128.95,1,Low Value Inactive
004493e0b0a37317d25665d340c0677d,133,1,83.32,3,Recent Customers
0045e9ad4d6c85d2323a7ab374b76183,120,1,24.13,3,Recent Customers
0046311f458d8041b00063cb99482903,442,1,112.33,1,Low Value Inactive
0047f3e16441284d757a8963344f6c59,416,1,76.18,1,Low Value Inactive
0048706e497cfba0b689e1e3497bc99e,64,1,82.65,3,Recent Customers
0048a779a98a7848514096ff04046079,71,1,41.04,3,Recent Customers
0049a16516d38fc2246696172a257f16,293,1,32.77,1,Low Value Inactive
0049dadc30da6a277c1e9d371df5a66f,491,1,26.01,1,Low Value Inactive
0049db44bfd6cee26ac9c649329ff6ea,590,1,109.04,1,Low Value Inactive
0049ec2d7a5818d0e4b3f4735cec2458,91,1,44.18,3,Recent Customers
004a432489f6630c6dfd3fc4454603f5,306,1,84.01,1,Low Value Inactive
004ad212c650c96c8a48f30855a7bcb8,389,1,25.9,1,Low Value Inactive
004b45ec5c64187465168251cd1c9c2f,144,2,147.72,2,High Value Repeat
004b9b1634b7becda8eec4e96bced882,74,1,158.74,3,Recent Customers
004d17fa2cb102a7c4817f040c884e59,247,1,39.78,1,Low Value Inactive
004df63539fd5e38d4b0a0506de7549c,94,1,993.55,0,High - Value Inactive
004ed862ea4e55f18868d3d782d10879,437,1,109.29,1,Low Value Inactive
004f84d065096f3cedd26cf0adc80b9d,175,1,189.08,0,High - Value Inactive
00504b68faa074d0f40adcb4f7727f71,67,1,198.7,3,Recent Customers
0050dcff37f8b9ff611d245e30572b46,169,1,68.22,3,Recent Customers
00522457bba00bba576a34fd9b4808fd,565,1,127.98,1,Low Value Inactive
005226be8d5b972d0f72b4e8a79f322b,199,1,1600.51,0,High - Value Inactive
00539155ce68fbe677934aebdb17e09b,172,1,58.25,3,Recent Customers
00543330561a9088f8b3879114a7b008,328,1,73.96,1,Low Value Inactive
0055b522bc89cbfbf376d8b59a628470,594,1,364.75,0,High - Value Inactive
0055bbb9c95f6acb8db89d1f6c316407,246,1,83.23,1,Low Value Inactive
0056c2dd794a5eede6164dcae635875a,70,1,171.88,3,Recent Customers
0056f26cb8f20916c3baa0e39fc30709,201,1,109.23,3,Recent Customers
005754cb59f8ee5cdbb5cda9d138757e,89,1,258.38,3,Recent Customers
00575b2023dedcc0f3e81a938834689b,347,1,32.38,1,Low Value Inactive
0057f64bff87f4698b4cbd338d62a2a8,58,1,82.86,3,Recent Customers
0058e7db269cc11558913b42beb115d0,153,1,78.88,3,Recent Customers
0058f300f57d7b93c477a131a59b36c3,209,2,175.58,2,High Value Repeat
0059acd36094bf670ec8b21be6c0044c,492,1,46.69,1,Low Value Inactive
005d8faa4cf789cf52fb880a8569880a,160,1,89.25,3,Recent Customers
005e32bc930906dc6b65fb9d11cce3e2,409,1,49.6,1,Low Value Inactive
005ee3e015ec18092d7782e507cf68fe,382,1,187.96,0,High - Value Inactive
005f060d4223956c62b64e9567a36f0f,148,1,777.68,0,High - Value Inactive
005f4b46e70bbd3295a38e2fd28d6566,350,1,63.9,1,Low Value Inactive
005f6fa02633470267dcd1e3ecd0fa79,83,1,272.04,3,Recent Customers
005ff4ebe100db3eebbe6f7b19a8f99a,400,1,236.81,0,High - Value Inactive
006031108b00e5f73b2426a50b50f9c0,410,1,204.83,0,High - Value Inactive
00605a8897ed9ad73b5c93bebad2541a,206,1,31.13,1,Low Value Inactive
00626f29f9b57d3ef7c1739ff03e944e,190,1,154.53,0,High - Value Inactive
0062adafa3846d9f372d8f1bde591b24,235,1,149.87,0,High - Value Inactive
0063817060d662048ed08bccecaf45d5,279,1,71.38,1,Low Value Inactive
0064a1b5f5cddd047c987b988a90c8c1,230,1,269.2,0,High - Value Inactive
0064c96f536ac6250275482221834154,119,1,65.33,3,Recent Customers
00651d97d964127ccfc0e2e55464876d,234,1,23.72,1,Low Value Inactive
0065f6fb341f013a95a8e11cdc98d07a,374,1,119.32,1,Low Value Inactive
0065f7795a38381973a373c8b4939679,102,1,31.22,3,Recent Customers
0066b328e72fd82fd7420bf849c0e8b4,409,1,94.35,1,Low Value Inactive
0067d2652c12515146721538868bbd80,121,1,190.28,3,Recent Customers
0068bd2e9e76c018846dbc6e2bec5ac5,114,1,79.51,3,Recent Customers
006a8c1784d622ebe06bab57e72ee045,327,1,66.64,1,Low Value Inactive
006ab6f5e82340e927757563a9fbe7e4,320,1,300.6,0,High - Value Inactive
006b297ed73773b17d8874a2eb4466e8,192,1,108.46,3,Recent Customers
006bbb235068a01d2e3e47fa09ccf53c,244,1,34.0,1,Low Value Inactive
006c10bfead12ac8d90486fb4ce4e603,125,1,77.22,3,Recent Customers
006d763076d74d16d66e828e79ec1544,439,1,99.32,1,Low Value Inactive
006e937bd5a5e32043018a6d1521b5d5,311,1,199.79,0,High - Value Inactive
006ec5b170182812131c7d9b219c036f,367,1,61.77,1,Low Value Inactive
006f2f20cf0cd723624b99d0e8e40d0c,249,1,46.1,1,Low Value Inactive
00704e915ae0d4a236eace0267454cf9,443,1,123.39,1,Low Value Inactive
00705dcbc0b9cad67abd658612770905,69,1,47.93,3,Recent Customers
0071f46a072a9ae25bbe4438b15efe9c,624,1,174.54,0,High - Value Inactive
00720f160ff500d3605a1bf403eb62d9,152,1,118.54,3,Recent Customers
00728bae3dec9c16b2193ab7e3195eb7,276,1,211.01,0,High - Value Inactive
00737247e3dc1942da2c527ef3bd2709,208,1,78.2,1,Low Value Inactive
0074a1d3f1995ff0538dc7197500973c,161,1,624.9,0,High - Value Inactive
00762eafc5dac5fc1574f91e9b7c9b67,252,1,233.93,0,High - Value Inactive
007658319c060f337577e8a1834d5df5,106,1,119.45,3,Recent Customers
00765d375af0e700f61c57db00a8ee63,434,1,215.01,0,High - Value Inactive
0076a71311bb2386a353f5ba87d2aa29,446,1,70.53,1,Low Value Inactive
00776f3807b128beca64cd0b27138d92,391,1,321.57,0,High - Value Inactive
0077ba3f829303a1dce98552495c91a1,121,1,159.65,3,Recent Customers
0077dc76aaf02323f03bce9b00878253,221,1,874.42,0,High - Value Inactive
0078108af1d2dc4b1601c744ca581b4f,164,1,66.72,3,Recent Customers
0078bb0f0d23e922d08437b7d0e13907,300,1,44.09,1,Low Value Inactive
007953b3182d5ccc9189a694f5c68163,550,1,112.08,1,Low Value Inactive
00797f371bc0f6adb4d267be541a92da,192,1,67.36,1,Low Value Inactive
0079b50e9f77c1148b472818f92eaebc,325,1,41.69,1,Low Value Inactive
0079b7407a428543a7f178cc09164035,322,1,64.0,1,Low Value Inactive
007a2fab7046647dad04fe7d08c57820,256,1,126.48,0,High - Value Inactive
007ad549acb91673f04eac22c0568114,387,1,90.85,1,Low Value Inactive
007b8307b6448f0425ff2001f00c1bdb,156,1,40.94,3,Recent Customers
007ba48697b079e78f168b051462dd1b,133,1,147.78,3,Recent Customers
007d9f716ead2bc8712255271a38f609,290,1,67.57,1,Low Value Inactive
007e21b7a007c8f8dadfa43c9d5a91db,221,1,70.75,1,Low Value Inactive
0083e758383b3deb6c6dac1b0b431ac0,285,1,42.35,1,Low Value Inactive
00842c7d0cedb9e1edad8e9b7d148f09,560,1,64.55,1,Low Value Inactive
0085139b503668b3addcfe826d91be8d,261,1,504.47,0,High - Value Inactive
0085d749fc64f766ece1729464f8039a,210,1,349.53,0,High - Value Inactive
008778a1591d49f6b2464dffaa4fa662,455,1,260.55,0,High - Value Inactive
0087c31081ea8d160baa06bf4ad4d76f,117,1,183.05,3,Recent Customers
0087eede471173af78d789df249c3a45,608,1,151.11,0,High - Value Inactive
008b06aba4b5f5b5b94f525ccf520624,57,1,90.5,3,Recent Customers
008b82b072c6b564fcce49a325f84097,221,1,45.13,1,Low Value Inactive
008ca52811784a181c8c88e8d66b49db,63,1,136.64,3,Recent Customers
008d17333e414049279c7822dfd5f019,421,1,132.05,1,Low Value Inactive
008ea5bdd1a99fb584cce7739349da75,187,1,64.04,1,Low Value Inactive
008f3d5f45a11059239a5c452cd00006,630,1,336.56,0,High - Value Inactive
008fb2ecc75561d202dd4db2e0ceec25,504,1,40.77,1,Low Value Inactive
009000746b4fc73fe77ecc396fdb78d2,323,1,166.59,0,High - Value Inactive
009062f98089a091615b5c9faa13de26,400,1,30.27,1,Low Value Inactive
009210a1646725341917560a13f7799f,442,1,25.85,1,Low Value Inactive
009231b0ef6a6b4f5a5fe46938827b83,255,1,108.83,1,Low Value Inactive
009301957bc7714394865c44650d8060,482,1,93.78,1,Low Value Inactive
0093aeb87eca387dd153f965aa10c060,330,1,149.69,0,High - Value Inactive
0093c499f4f9c0e169ead490aa62ce3e,492,1,226.22,0,High - Value Inactive
0093dbe7f479386a92095026decf825d,324,1,43.58,1,Low Value Inactive
00941614a654458b888b8780815bd26c,568,1,185.83,0,High - Value Inactive
00950dbc783342e164c24e09023ebcb7,107,1,89.1,3,Recent Customers
009671b5dc80cdf32aeb5850868ba81c,484,1,110.72,1,Low Value Inactive
0096c18412349537abc45e350581cbbc,582,1,770.24,0,High - Value Inactive
0096c9cb600a08e601f7c2be6734531a,447,1,186.92,0,High - Value Inactive
0096f8cd903cc205efab77d5ae6bb6f1,247,1,147.97,0,High - Value Inactive
00970787f181925ba33bd32b3817f742,397,1,35.4,1,Low Value Inactive
0097c1e3f3c2fed7a7d8cf30be1a33df,325,1,101.73,1,Low Value Inactive
0097fca0db567f5ca79509b7b4fc1c2d,182,1,227.63,0,High - Value Inactive
00986cafefb6e670cceca01694bda599,290,1,66.91,1,Low Value Inactive
0098853a28531d48988a2fb02b30840e,132,1,79.38,3,Recent Customers
009890d2f2b15df1267ed7f90f45fc4e,178,1,98.16,3,Recent Customers
0098f4847541cc7d676f9a5efc64c0f0,548,1,147.55,0,High - Value Inactive
009a0802534f904b40b9d512b49794e1,336,1,91.29,1,Low Value Inactive
009a3ad0cbdfc7f5481488472f72e8b1,197,1,21.04,1,Low Value Inactive
009b0127b727ab0ba422f6d9604487c7,765,1,40.95,1,Low Value Inactive
009dd7b313c04f4ccd9d4e423bc04ba7,176,1,136.8,3,Recent Customers
009e70fcdd4ea3769c73210414e73c64,486,1,49.69,1,Low Value Inactive
009f647a455451d6c325bef96685e1c1,173,1,144.31,3,Recent Customers
00a02d822b18db532e50e0607e615f3b,65,1,199.26,3,Recent Customers
00a089b8c7ab1e3808c3ad7de7a254dd,120,1,42.47,3,Recent Customers
00a1c6913daeda0b7f9b79f802805fdb,295,1,101.34,1,Low Value Inactive
00a1d0d7d91c17c634d6896ce10ce1c6,80,1,114.58,3,Recent Customers
00a1e8f160b36ccdcbca310933f12a3b,323,1,36.48,1,Low Value Inactive
00a218ea82c458456098caa1c4a7e796,596,1,66.99,1,Low Value Inactive
00a33236962b4ac37fd25275be9c206b,60,1,116.84,3,Recent Customers
00a39521eb40f7012db50455bf083460,137,2,123.25,2,High Value Repeat
00a3a868d6047bac2888d27b16743ba0,250,1,105.08,1,Low Value Inactive
00a6ee75a90222405df9d8d59babc513,468,1,60.05,1,Low Value Inactive
00a78b45ea275348c1a8081bef9ab61b,292,1,182.29,0,High - Value Inactive
00a7d14cb10e11b7f7d65120a7e3942f,554,1,64.42,1,Low Value Inactive
00a9fd000ff87bb48b989df819c418f5,212,1,259.4,0,High - Value Inactive
00aafcd186fbd5da867f9b8df04518aa,244,1,132.48,0,High - Value Inactive
00ab80210f1875276065f3c1911a2110,198,1,33.37,1,Low Value Inactive
00ab8b4d83051d5a41842abe7ff473fc,320,1,144.66,0,High - Value Inactive
00aba8ca6b7a455bcde671692a3f9e51,325,1,40.6,1,Low Value Inactive
00ac9cd5c4ad19e16e7c6f6864711737,538,1,231.45,0,High - Value Inactive
00ad4e6c01a3039fa1b45eaadb4222e4,117,1,78.51,3,Recent Customers
00ad5165112e0e9a91a23b1132716584,569,1,100.54,1,Low Value Inactive
00adeda9b742746c0c66e10d00ea1b74,345,1,2148.4,0,High - Value Inactive
00ae50eb5e1d2514f694dee1dcbbd5ae,160,1,276.11,0,High - Value Inactive
00ae9ea276a5a4335382c9391059ddf2,400,1,140.0,0,High - Value Inactive
00af5c2c9fd47849143be82aea5ab2cf,282,1,148.76,0,High - Value Inactive
00b0595d2b0f0b838edb7fbc749ea644,446,1,138.41,0,High - Value Inactive
00b0d21952ae29dfe79db614512a27c2,314,1,418.17,0,High - Value Inactive
00b1066a65657ee1759544f6b61a4e2c,160,1,64.58,3,Recent Customers
00b1b0f856eb804d554ceab3d8f1dc35,272,1,226.14,0,High - Value Inactive
00b1d2492b4127598629f19a22a32be8,329,1,146.9,0,High - Value Inactive
00b21d737fc7f475c145ca292832385d,236,1,177.59,0,High - Value Inactive
00b246520d4904724f9b20188a2ff39b,138,1,35.05,3,Recent Customers
00b2ca23369b68c4d4105ecea9c0cb93,76,1,103.27,3,Recent Customers
00b2ee6366438f46105832fd9acaf56f,198,1,283.54,0,High - Value Inactive
00b309d0151d92709de70e43d662711b,372,1,107.78,1,Low Value Inactive
00b5ba65365dad1d25811bf5e45fc983,325,1,106.16,1,Low Value Inactive
00b72937dcd829c0d8ca72ec77cd073c,489,1,128.59,1,Low Value Inactive
00b742e2f6d8fa571cd560007081d53b,119,1,181.05,3,Recent Customers
00b8076004092a29c2c934570c356fc7,211,1,223.88,0,High - Value Inactive
00b9746bf8ac2964942d8b969f015196,78,1,94.36,3,Recent Customers
00ba737b18a7996f68cb8a99556bedd4,463,1,141.14,0,High - Value Inactive
00bab5c446ba511117719c775a3f78e8,277,1,45.07,1,Low Value Inactive
00bbfe2f540d0cfccbb098d92c503eca,353,1,77.57,1,Low Value Inactive
00bc6cf36e50f21a8478d86721c07aa5,221,1,63.61,1,Low Value Inactive
00bcc55fd3eb23fc001365c5f0c3c3ba,254,1,16.78,1,Low Value Inactive
00bd169997f142571c113645554663d6,331,1,55.599999999999994,1,Low Value Inactive
00bd194837f2ad36d45985a6205df78a,173,1,169.37,3,Recent Customers
00bd903b65b4c9a1c822887d0b012592,153,1,121.68,3,Recent Customers
00be1845d956d40218db17093f667764,328,1,68.66,1,Low Value Inactive
00bee19e1199bc5cede1c674177b9e22,334,1,673.69,0,High - Value Inactive
00bfe974afd63b30ed282dc69892fb98,294,1,126.66,0,High - Value Inactive
00c003ed13c76042b78d53fbc26930d0,580,1,204.24,0,High - Value Inactive
00c04df1c94e385d57d4a33a2965217c,230,1,88.94,1,Low Value Inactive
00c05fe9d2f8b245f1f86fe559175f24,126,1,388.74,0,High - Value Inactive
00c07da5ba0e07b4f248a3a373b07476,83,1,2304.68,0,High - Value Inactive
00c0bbc49a530c07c110d269211da046,322,1,111.32,1,Low Value Inactive
00c19498681c665889d1212be870e8df,334,1,130.15,0,High - Value Inactive
00c1d73d161e74cfbe78975c1a2ba2ff,174,1,57.93,3,Recent Customers
00c26c3dd77bb25a0423a2280886b86a,227,1,36.69,1,Low Value Inactive
00c31de6420048cb3f668c99153debf7,351,1,73.62,1,Low Value Inactive
00c3624c55261d9ce593f30e3815a880,579,1,414.06,0,High - Value Inactive
00c3c74b09b2022ac2c0f43bb09797b4,321,1,72.05,1,Low Value Inactive
00c4592dfbfe06775ab582d7a2b8dddf,326,1,67.79,1,Low Value Inactive
00c4d93157cffc73cb2459f52b89cee4,363,1,83.01,1,Low Value Inactive
00c5610e0f4b339cd3b0cc499937db8d,88,1,170.68,3,Recent Customers
00c605c0bfa39610b994c18f822a6d5a,177,1,138.74,3,Recent Customers
00c8c7f0cafacc30bfda2a9a7445ec80,82,1,85.27,3,Recent Customers
00c916ff33b521444787ac76ac6b029d,312,1,85.14,1,Low Value Inactive
00ca7e6a87ceddccce3ff015000be61b,212,1,55.06,1,Low Value Inactive
00cac13832bd0a8b6f50f6a36b053223,135,1,437.84,0,High - Value Inactive
00cc0061269a99836cf8b029b1d0177d,79,1,41.64,3,Recent Customers
00cc12a6d8b578b8ebd21ea4e2ae8b27,575,2,126.2,2,High Value Repeat
00cc2d4fcb3a1864b4f900741915aa85,308,1,71.13,1,Low Value Inactive
00cc7c54469f4177319d6bb12e883652,548,1,187.94,0,High - Value Inactive
00cc8551c0621bc65a440e836bb652d7,573,1,95.22,1,Low Value Inactive
00cd1ffd1a85ec2af3de73a3d341339d,163,1,68.32,3,Recent Customers
00cd767526517f8a4fc27db6cc5a52fa,478,1,95.21,1,Low Value Inactive
00cdb0d59698da325d0e6830120363bf,172,1,91.0,3,Recent Customers
00cf2f12497614285e5dbfb77d6dd312,184,1,284.23,0,High - Value Inactive
00d012266be1430eec790d0f405a836c,182,1,37.13,1,Low Value Inactive
00d03b5e33f8987549c5590313a4ef21,488,1,35.09,1,Low Value Inactive
00d079bd851bf5d13879d7a2a3b5ec48,272,1,178.46,0,High - Value Inactive
00d1e5d82377766dac9f8dc4d4eaf4a8,196,1,142.0,0,High - Value Inactive
00d447911e5d5ae87480df8734b915f2,77,1,280.65,3,Recent Customers
00d474cea9ceb88b7175d564b081dfa3,490,1,115.4,1,Low Value Inactive
00d4ef3e086e2191c3fb6e7b0d2a1c75,110,1,67.43,3,Recent Customers
00d76f8bb8df7e07711da4076c52ffe0,96,1,124.83,3,Recent Customers
00d7812c158831a996a6b3f4698643b5,59,1,23.28,3,Recent Customers
00d7e54ab8c5d9916f19209dbaacbb3d,474,1,92.05,1,Low Value Inactive
00d8411c0f5ee4e0a9b8900ea483680e,312,1,246.38,0,High - Value Inactive
00d85302f43fe8848153e3720c34ac01,274,1,27.87,1,Low Value Inactive
00d890d6e36244f39e22a9fb95e68756,254,1,51.14,1,Low Value Inactive
00d8a60ad2500432d9edd109cfddfd9e,161,1,71.85,3,Recent Customers
00d8ba74be3eee415fe4508fdd325ee5,260,1,372.69,0,High - Value Inactive
00d96f54b90a6ffbe7361bcfdb85b0ba,239,1,127.14,0,High - Value Inactive
00da34ebf22b87f6c2f53dc069f237df,154,1,246.99,0,High - Value Inactive
00db0070b3c3bd0215072323c8499407,179,1,351.33,0,High - Value Inactive
00db525fd8d4023dc446f0ed2519139f,449,1,212.43,0,High - Value Inactive
00dba3af1366ca8114a40bc83021f5e9,321,1,146.18,0,High - Value Inactive
00dd4390a8e8ad7a126e8331decc49ce,525,1,109.31,1,Low Value Inactive
00df047af693b421c167e27932bfd6c5,105,1,168.08,3,Recent Customers
00df9d2e50424d103ca8796e4dc7c207,422,1,137.99,0,High - Value Inactive
00dfebc9135c7228dbb2239afc214bb5,327,1,28.69,1,Low Value Inactive
00e04d8e3aaa5ffab327612642ab4564,309,1,65.0,1,Low Value Inactive
00e10a3ff1e104902141546420f5a18b,90,1,73.01,3,Recent Customers
00e130c15fdc51673742f622aa7eb63c,94,1,123.49,3,Recent Customers
00e151934c812526b4ed6174c8b7b1f7,276,1,147.15,0,High - Value Inactive
00e20792154788aa00f53fbd616a8d91,194,1,185.9,0,High - Value Inactive
00e2972a013072289c3e86cfc2b9e38d,409,1,215.05,0,High - Value Inactive
